"Date Printed: Friday, April 28, 2023 7:31:59 AM"
Title: "AIDS prevalence | Chlamydia | Early Non-Primary, Non-Secondary Syphilis | Gonorrhea | HIV prevalence | Primary and Secondary Syphilis | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Male | Ages 13 years and older"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Gonorrhea","2008","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","5,547","274.9","2,017,849"
"Gonorrhea","2008","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","4,132","223.0","1,853,130"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","18,039","838.5","2,151,303"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","8,884","450.4","1,972,671"
"Chlamydia","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","21,216","986.2","2,151,303"
"Chlamydia","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","9,871","500.4","1,972,671"
"Chlamydia","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","19,458","908.7","2,141,262"
"Chlamydia","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","8,781","446.7","1,965,858"
"Chlamydia","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","20,938","981.9","2,132,438"
"Chlamydia","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","8,812","449.4","1,960,884"
"Chlamydia","2016","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","16,554","779.2","2,124,376"
"Chlamydia","2016","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","6,624","338.4","1,957,260"
"Chlamydia","2015","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","18,645","880.7","2,117,001"
"Chlamydia","2015","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","7,544","386.3","1,952,919"
"Chlamydia","2014","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","20,581","975.1","2,110,556"
"Chlamydia","2014","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","8,303","426.2","1,947,966"
"Chlamydia","2013","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","21,016","1000.3","2,100,983"
"Chlamydia","2013","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","8,180","421.5","1,940,501"
"Chlamydia","2012","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","22,042","1054.8","2,089,662"
"Chlamydia","2012","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","8,280","429.1","1,929,690"
"Chlamydia","2011","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","21,151","1017.8","2,078,096"
"Chlamydia","2011","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","7,617","396.8","1,919,625"
"Chlamydia","2010","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","19,945","964.4","2,068,059"
"Chlamydia","2010","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","6,858","358.6","1,912,559"
"Chlamydia","2009","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","19,318","951.3","2,030,633"
"Chlamydia","2009","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","6,482","347.0","1,868,055"
"Chlamydia","2008","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","18,648","924.2","2,017,849"
"Chlamydia","2008","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","5,975","322.4","1,853,130"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","130","6.0","2,151,303"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","348","17.6","1,972,671"
"Early Non-Primary, Non-Secondary Syphilis","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","131","6.1","2,151,303"
"Early Non-Primary, Non-Secondary Syphilis","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","409","20.7","1,972,671"
"Early Non-Primary, Non-Secondary Syphilis","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","102","4.8","2,141,262"
"Early Non-Primary, Non-Secondary Syphilis","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","345","17.5","1,965,858"
"Early Non-Primary, Non-Secondary Syphilis","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","91","4.3","2,132,438"
"Early Non-Primary, Non-Secondary Syphilis","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","331","16.9","1,960,884"
"Early Non-Primary, Non-Secondary Syphilis","2016","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","73","3.4","2,124,376"
"Early Non-Primary, Non-Secondary Syphilis","2016","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","194","9.9","1,957,260"
"Early Non-Primary, Non-Secondary Syphilis","2015","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","41","1.9","2,117,001"
"Early Non-Primary, Non-Secondary Syphilis","2015","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","136","7.0","1,952,919"
"Early Non-Primary, Non-Secondary Syphilis","2014","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","32","1.5","2,110,556"
"Early Non-Primary, Non-Secondary Syphilis","2014","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","112","5.7","1,947,966"
"Early Non-Primary, Non-Secondary Syphilis","2013","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","48","2.3","2,100,983"
"Early Non-Primary, Non-Secondary Syphilis","2013","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","154","7.9","1,940,501"
"Early Non-Primary, Non-Secondary Syphilis","2012","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","69","3.3","2,089,662"
"Early Non-Primary, Non-Secondary Syphilis","2012","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","168","8.7","1,929,690"
"Early Non-Primary, Non-Secondary Syphilis","2011","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","95","4.6","2,078,096"
"Early Non-Primary, Non-Secondary Syphilis","2011","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","173","9.0","1,919,625"
"Early Non-Primary, Non-Secondary Syphilis","2010","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","100","4.8","2,068,059"
"Early Non-Primary, Non-Secondary Syphilis","2010","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","177","9.3","1,912,559"
"Early Non-Primary, Non-Secondary Syphilis","2009","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","173","8.5","2,030,633"
"Early Non-Primary, Non-Secondary Syphilis","2009","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","244","13.1","1,868,055"
"Early Non-Primary, Non-Secondary Syphilis","2008","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","205","10.2","2,017,849"
"Early Non-Primary, Non-Secondary Syphilis","2008","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","234","12.6","1,853,130"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","116","5.4","2,151,303"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","413","20.9","1,972,671"
"Primary and Secondary Syphilis","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","126","5.9","2,151,303"
"Primary and Secondary Syphilis","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","492","24.9","1,972,671"
"Primary and Secondary Syphilis","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","88","4.1","2,141,262"
"Primary and Secondary Syphilis","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","388","19.7","1,965,858"
"Primary and Secondary Syphilis","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","70","3.3","2,132,438"
"Primary and Secondary Syphilis","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","350","17.8","1,960,884"
"Primary and Secondary Syphilis","2016","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","72","3.4","2,124,376"
"Primary and Secondary Syphilis","2016","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","271","13.8","1,957,260"
"Primary and Secondary Syphilis","2015","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","37","1.7","2,117,001"
"Primary and Secondary Syphilis","2015","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","243","12.4","1,952,919"
"Primary and Secondary Syphilis","2014","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","17","0.8","2,110,556"
"Primary and Secondary Syphilis","2014","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","144","7.4","1,947,966"
"Primary and Secondary Syphilis","2013","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","22","1.0","2,100,983"
"Primary and Secondary Syphilis","2013","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","161","8.3","1,940,501"
"Primary and Secondary Syphilis","2012","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","38","1.8","2,089,662"
"Primary and Secondary Syphilis","2012","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","178","9.2","1,929,690"
"Primary and Secondary Syphilis","2011","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","54","2.6","2,078,096"
"Primary and Secondary Syphilis","2011","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","174","9.1","1,919,625"
"Primary and Secondary Syphilis","2010","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","75","3.6","2,068,059"
"Primary and Secondary Syphilis","2010","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","185","9.7","1,912,559"
"Primary and Secondary Syphilis","2009","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","136","6.7","2,030,633"
"Primary and Secondary Syphilis","2009","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","280","15.0","1,868,055"
"Primary and Secondary Syphilis","2008","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","170","8.4","2,017,849"
"Primary and Secondary Syphilis","2008","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","278","15.0","1,853,130"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,660","76.7","2,163,805"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","4,502","227.2","1,981,383"
"AIDS prevalence","2019","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,639","76.1","2,153,898"
"AIDS prevalence","2019","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","4,399","222.8","1,974,613"
"AIDS prevalence","2018","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,587","74.1","2,143,059"
"AIDS prevalence","2018","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","4,305","218.8","1,967,402"
"AIDS prevalence","2017","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,553","72.8","2,134,107"
"AIDS prevalence","2017","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","4,177","212.9","1,962,319"
"AIDS prevalence","2016","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,505","70.8","2,125,663"
"AIDS prevalence","2016","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","4,036","206.1","1,958,450"
"AIDS prevalence","2015","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,471","69.5","2,118,054"
"AIDS prevalence","2015","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","3,948","202.1","1,953,881"
"AIDS prevalence","2014","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,438","68.1","2,111,378"
"AIDS prevalence","2014","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","3,952","202.8","1,948,705"
"AIDS prevalence","2013","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,427","67.9","2,101,610"
"AIDS prevalence","2013","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","3,798","195.7","1,941,085"
"AIDS prevalence","2012","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,369","65.5","2,090,090"
"AIDS prevalence","2012","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","3,676","190.5","1,930,089"
"AIDS prevalence","2011","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,297","62.4","2,078,342"
"AIDS prevalence","2011","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","3,545","184.6","1,919,849"
"AIDS prevalence","2010","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,181","57.1","2,068,103"
"AIDS prevalence","2010","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","3,255","170.2","1,912,588"
"AIDS prevalence","2009","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,065","52.4","2,030,630"
"AIDS prevalence","2009","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","3,039","162.7","1,868,058"
"AIDS prevalence","2008","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","1,029","51.0","2,017,863"
"AIDS prevalence","2008","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","2,991","161.4","1,853,133"
"HIV prevalence","2020 (COVID-19 Pandemic)","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,842","177.6","2,163,805"
"HIV prevalence","2020 (COVID-19 Pandemic)","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","10,316","520.6","1,981,383"
"HIV prevalence","2019","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,782","175.6","2,153,898"
"HIV prevalence","2019","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","10,067","509.8","1,974,613"
"HIV prevalence","2018","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,657","170.6","2,143,059"
"HIV prevalence","2018","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","9,791","497.7","1,967,402"
"HIV prevalence","2017","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,596","168.5","2,134,107"
"HIV prevalence","2017","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","9,414","479.7","1,962,319"
"HIV prevalence","2016","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,480","163.7","2,125,663"
"HIV prevalence","2016","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","8,998","459.4","1,958,450"
"HIV prevalence","2015","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,365","158.9","2,118,054"
"HIV prevalence","2015","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","8,709","445.7","1,953,881"
"HIV prevalence","2014","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,404","161.2","2,111,378"
"HIV prevalence","2014","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","8,710","447.0","1,948,705"
"HIV prevalence","2013","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,367","160.2","2,101,610"
"HIV prevalence","2013","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","8,351","430.2","1,941,085"
"HIV prevalence","2012","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,292","157.5","2,090,090"
"HIV prevalence","2012","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","8,055","417.3","1,930,089"
"HIV prevalence","2011","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,242","156.0","2,078,342"
"HIV prevalence","2011","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","7,805","406.5","1,919,849"
"HIV prevalence","2010","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,139","151.8","2,068,103"
"HIV prevalence","2010","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","7,408","387.3","1,912,588"
"HIV prevalence","2009","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","3,005","148.0","2,030,630"
"HIV prevalence","2009","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","7,211","386.0","1,868,058"
"HIV prevalence","2008","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","2,912","144.3","2,017,863"
"HIV prevalence","2008","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","6,898","372.2","1,853,133"
"Gonorrhea","2020 (COVID-19 Pandemic)","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","285,691"
"Gonorrhea","2020 (COVID-19 Pandemic)","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","313,299"
"Gonorrhea","2019","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","Data suppressed","Data suppressed","285,691"
"Gonorrhea","2019","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","Data suppressed","Data suppressed","313,299"
"Gonorrhea","2018","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","1,054","368.1","286,312"
"Gonorrhea","2018","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,189","378.3","314,305"
"Gonorrhea","2017","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","1,085","378.1","286,982"
"Gonorrhea","2017","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,099","347.6","316,183"
"Gonorrhea","2016","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","736","256.8","286,592"
"Gonorrhea","2016","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","716","225.6","317,420"
"Gonorrhea","2015","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","564","198.0","284,805"
"Gonorrhea","2015","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","546","172.8","316,002"
"Gonorrhea","2014","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","664","233.6","284,253"
"Gonorrhea","2014","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","676","214.5","315,122"
"Gonorrhea","2013","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","587","206.3","284,550"
"Gonorrhea","2013","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","539","171.2","314,787"
"Gonorrhea","2012","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","384","135.8","282,714"
"Gonorrhea","2012","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","341","110.0","310,060"
"Gonorrhea","2011","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","510","182.4","279,601"
"Gonorrhea","2011","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","469","153.8","305,029"
"Gonorrhea","2010","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","696","252.1","276,120"
"Gonorrhea","2010","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","572","189.6","301,634"
"Gonorrhea","2009","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","514","192.0","267,664"
"Gonorrhea","2009","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","473","163.4","289,503"
"Gonorrhea","2008","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","321","122.6","261,794"
"Gonorrhea","2008","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","257","89.0","288,887"
"Chlamydia","2020 (COVID-19 Pandemic)","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,376","1181.7","285,691"
"Chlamydia","2020 (COVID-19 Pandemic)","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,712","546.4","313,299"
"Chlamydia","2019","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","4,008","1402.9","285,691"
"Chlamydia","2019","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","2,239","714.7","313,299"
"Chlamydia","2018","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,961","1383.5","286,312"
"Chlamydia","2018","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","2,189","696.5","314,305"
"Chlamydia","2017","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,940","1372.9","286,982"
"Chlamydia","2017","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,993","630.3","316,183"
"Chlamydia","2016","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,801","1326.3","286,592"
"Chlamydia","2016","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,890","595.4","317,420"
"Chlamydia","2015","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,783","1328.3","284,805"
"Chlamydia","2015","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,869","591.5","316,002"
"Chlamydia","2014","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,939","1385.7","284,253"
"Chlamydia","2014","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,848","586.4","315,122"
"Chlamydia","2013","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,895","1368.8","284,550"
"Chlamydia","2013","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,875","595.6","314,787"
"Chlamydia","2012","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,670","1298.1","282,714"
"Chlamydia","2012","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,790","577.3","310,060"
"Chlamydia","2011","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,795","1357.3","279,601"
"Chlamydia","2011","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,936","634.7","305,029"
"Chlamydia","2010","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,955","1432.3","276,120"
"Chlamydia","2010","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","2,058","682.3","301,634"
"Chlamydia","2009","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,362","1256.1","267,664"
"Chlamydia","2009","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,801","622.1","289,503"
"Chlamydia","2008","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","3,251","1241.8","261,794"
"Chlamydia","2008","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","1,607","556.3","288,887"
