"Date Printed: Friday, April 28, 2023 4:44:20 PM"
Title: "AIDS prevalence | Chlamydia | Early Non-Primary, Non-Secondary Syphilis | Gonorrhea | HIV prevalence | Primary and Secondary Syphilis | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | 13-24 | 25-34 | 35-44 | 45-54 | 55+"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Gonorrhea","2009","Alabama","01","13-24","All races/ethnicities","Both sexes","5,124","653.5","784,093"
"Gonorrhea","2008","Alabama","01","55+","All races/ethnicities","Both sexes","93","7.9","1,178,750"
"Gonorrhea","2008","Alabama","01","45-54","All races/ethnicities","Both sexes","268","39.9","670,968"
"Gonorrhea","2008","Alabama","01","35-44","All races/ethnicities","Both sexes","614","98.6","622,743"
"Gonorrhea","2008","Alabama","01","25-34","All races/ethnicities","Both sexes","2,311","380.6","607,192"
"Gonorrhea","2008","Alabama","01","13-24","All races/ethnicities","Both sexes","6,400","815.2","785,118"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","55+","All races/ethnicities","Both sexes","149","9.9","1,507,504"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","45-54","All races/ethnicities","Both sexes","335","54.3","616,616"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","35-44","All races/ethnicities","Both sexes","1,394","235.0","593,306"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","25-34","All races/ethnicities","Both sexes","6,681","1032.2","647,229"
"Chlamydia","2020 (COVID-19 Pandemic)","Alabama","01","13-24","All races/ethnicities","Both sexes","18,444","2429.0","759,319"
"Chlamydia","2019","Alabama","01","55+","All races/ethnicities","Both sexes","148","9.8","1,507,504"
"Chlamydia","2019","Alabama","01","45-54","All races/ethnicities","Both sexes","425","68.9","616,616"
"Chlamydia","2019","Alabama","01","35-44","All races/ethnicities","Both sexes","1,505","253.7","593,306"
"Chlamydia","2019","Alabama","01","25-34","All races/ethnicities","Both sexes","7,308","1129.1","647,229"
"Chlamydia","2019","Alabama","01","13-24","All races/ethnicities","Both sexes","21,778","2868.1","759,319"
"Chlamydia","2018","Alabama","01","55+","All races/ethnicities","Both sexes","135","9.1","1,481,277"
"Chlamydia","2018","Alabama","01","45-54","All races/ethnicities","Both sexes","332","52.9","627,025"
"Chlamydia","2018","Alabama","01","35-44","All races/ethnicities","Both sexes","1,205","203.7","591,652"
"Chlamydia","2018","Alabama","01","25-34","All races/ethnicities","Both sexes","6,432","999.5","643,504"
"Chlamydia","2018","Alabama","01","13-24","All races/ethnicities","Both sexes","20,214","2647.0","763,662"
"Chlamydia","2017","Alabama","01","55+","All races/ethnicities","Both sexes","134","9.2","1,455,409"
"Chlamydia","2017","Alabama","01","45-54","All races/ethnicities","Both sexes","323","50.8","636,225"
"Chlamydia","2017","Alabama","01","35-44","All races/ethnicities","Both sexes","1,329","224.7","591,492"
"Chlamydia","2017","Alabama","01","25-34","All races/ethnicities","Both sexes","6,564","1024.9","640,470"
"Chlamydia","2017","Alabama","01","13-24","All races/ethnicities","Both sexes","21,494","2792.4","769,726"
"Chlamydia","2016","Alabama","01","55+","All races/ethnicities","Both sexes","75","5.3","1,428,504"
"Chlamydia","2016","Alabama","01","45-54","All races/ethnicities","Both sexes","226","35.1","643,720"
"Chlamydia","2016","Alabama","01","35-44","All races/ethnicities","Both sexes","979","164.8","594,025"
"Chlamydia","2016","Alabama","01","25-34","All races/ethnicities","Both sexes","5,490","862.9","636,209"
"Chlamydia","2016","Alabama","01","13-24","All races/ethnicities","Both sexes","16,575","2127.2","779,178"
"Chlamydia","2015","Alabama","01","55+","All races/ethnicities","Both sexes","98","7.0","1,399,424"
"Chlamydia","2015","Alabama","01","45-54","All races/ethnicities","Both sexes","236","36.4","648,946"
"Chlamydia","2015","Alabama","01","35-44","All races/ethnicities","Both sexes","1,060","176.6","600,290"
"Chlamydia","2015","Alabama","01","25-34","All races/ethnicities","Both sexes","6,093","967.8","629,604"
"Chlamydia","2015","Alabama","01","13-24","All races/ethnicities","Both sexes","18,838","2379.6","791,656"
"Chlamydia","2014","Alabama","01","55+","All races/ethnicities","Both sexes","79","5.8","1,370,520"
"Chlamydia","2014","Alabama","01","45-54","All races/ethnicities","Both sexes","266","40.5","656,349"
"Chlamydia","2014","Alabama","01","35-44","All races/ethnicities","Both sexes","1,118","185.0","604,188"
"Chlamydia","2014","Alabama","01","25-34","All races/ethnicities","Both sexes","6,340","1015.3","624,446"
"Chlamydia","2014","Alabama","01","13-24","All races/ethnicities","Both sexes","21,153","2634.2","803,019"
"Chlamydia","2013","Alabama","01","55+","All races/ethnicities","Both sexes","69","5.1","1,341,675"
"Chlamydia","2013","Alabama","01","45-54","All races/ethnicities","Both sexes","230","34.6","664,911"
"Chlamydia","2013","Alabama","01","35-44","All races/ethnicities","Both sexes","1,016","167.3","607,251"
"Chlamydia","2013","Alabama","01","25-34","All races/ethnicities","Both sexes","5,941","958.7","619,699"
"Chlamydia","2013","Alabama","01","13-24","All races/ethnicities","Both sexes","22,105","2735.9","807,948"
"Chlamydia","2012","Alabama","01","55+","All races/ethnicities","Both sexes","95","7.2","1,313,277"
"Chlamydia","2012","Alabama","01","45-54","All races/ethnicities","Both sexes","254","37.6","674,984"
"Chlamydia","2012","Alabama","01","35-44","All races/ethnicities","Both sexes","982","161.3","608,762"
"Chlamydia","2012","Alabama","01","25-34","All races/ethnicities","Both sexes","6,020","976.4","616,539"
"Chlamydia","2012","Alabama","01","13-24","All races/ethnicities","Both sexes","23,198","2878.9","805,790"
"Chlamydia","2011","Alabama","01","55+","All races/ethnicities","Both sexes","64","5.0","1,282,241"
"Chlamydia","2011","Alabama","01","45-54","All races/ethnicities","Both sexes","209","30.5","686,179"
"Chlamydia","2011","Alabama","01","35-44","All races/ethnicities","Both sexes","816","133.6","610,855"
"Chlamydia","2011","Alabama","01","25-34","All races/ethnicities","Both sexes","5,676","923.9","614,322"
"Chlamydia","2011","Alabama","01","13-24","All races/ethnicities","Both sexes","22,762","2830.7","804,124"
"Chlamydia","2010","Alabama","01","55+","All races/ethnicities","Both sexes","72","5.7","1,253,184"
"Chlamydia","2010","Alabama","01","45-54","All races/ethnicities","Both sexes","222","32.0","693,346"
"Chlamydia","2010","Alabama","01","35-44","All races/ethnicities","Both sexes","809","130.9","618,181"
"Chlamydia","2010","Alabama","01","25-34","All races/ethnicities","Both sexes","5,170","846.8","610,538"
"Chlamydia","2010","Alabama","01","13-24","All races/ethnicities","Both sexes","20,664","2565.8","805,369"
"Chlamydia","2009","Alabama","01","55+","All races/ethnicities","Both sexes","67","5.6","1,204,312"
"Chlamydia","2009","Alabama","01","45-54","All races/ethnicities","Both sexes","221","32.8","673,172"
"Chlamydia","2009","Alabama","01","35-44","All races/ethnicities","Both sexes","724","117.7","615,178"
"Chlamydia","2009","Alabama","01","25-34","All races/ethnicities","Both sexes","5,051","822.1","614,429"
"Chlamydia","2009","Alabama","01","13-24","All races/ethnicities","Both sexes","19,744","2518.1","784,093"
"Chlamydia","2008","Alabama","01","55+","All races/ethnicities","Both sexes","66","5.6","1,178,750"
"Chlamydia","2008","Alabama","01","45-54","All races/ethnicities","Both sexes","235","35.0","670,968"
"Chlamydia","2008","Alabama","01","35-44","All races/ethnicities","Both sexes","816","131.0","622,743"
"Chlamydia","2008","Alabama","01","25-34","All races/ethnicities","Both sexes","4,800","790.5","607,192"
"Chlamydia","2008","Alabama","01","13-24","All races/ethnicities","Both sexes","18,713","2383.5","785,118"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","55+","All races/ethnicities","Both sexes","26","1.7","1,507,504"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","45-54","All races/ethnicities","Both sexes","41","6.6","616,616"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","35-44","All races/ethnicities","Both sexes","90","15.2","593,306"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","25-34","All races/ethnicities","Both sexes","198","30.6","647,229"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","13-24","All races/ethnicities","Both sexes","123","16.2","759,319"
"Early Non-Primary, Non-Secondary Syphilis","2019","Alabama","01","55+","All races/ethnicities","Both sexes","34","2.3","1,507,504"
"Early Non-Primary, Non-Secondary Syphilis","2019","Alabama","01","45-54","All races/ethnicities","Both sexes","46","7.5","616,616"
"Early Non-Primary, Non-Secondary Syphilis","2019","Alabama","01","35-44","All races/ethnicities","Both sexes","101","17.0","593,306"
"Early Non-Primary, Non-Secondary Syphilis","2019","Alabama","01","25-34","All races/ethnicities","Both sexes","207","32.0","647,229"
"Early Non-Primary, Non-Secondary Syphilis","2019","Alabama","01","13-24","All races/ethnicities","Both sexes","152","20.0","759,319"
"Early Non-Primary, Non-Secondary Syphilis","2018","Alabama","01","55+","All races/ethnicities","Both sexes","19","1.3","1,481,277"
"Early Non-Primary, Non-Secondary Syphilis","2018","Alabama","01","45-54","All races/ethnicities","Both sexes","44","7.0","627,025"
"Early Non-Primary, Non-Secondary Syphilis","2018","Alabama","01","35-44","All races/ethnicities","Both sexes","73","12.3","591,652"
"Early Non-Primary, Non-Secondary Syphilis","2018","Alabama","01","25-34","All races/ethnicities","Both sexes","168","26.1","643,504"
"Early Non-Primary, Non-Secondary Syphilis","2018","Alabama","01","13-24","All races/ethnicities","Both sexes","143","18.7","763,662"
"Early Non-Primary, Non-Secondary Syphilis","2017","Alabama","01","55+","All races/ethnicities","Both sexes","24","1.6","1,455,409"
"Early Non-Primary, Non-Secondary Syphilis","2017","Alabama","01","45-54","All races/ethnicities","Both sexes","33","5.2","636,225"
"Early Non-Primary, Non-Secondary Syphilis","2017","Alabama","01","35-44","All races/ethnicities","Both sexes","64","10.8","591,492"
"Early Non-Primary, Non-Secondary Syphilis","2017","Alabama","01","25-34","All races/ethnicities","Both sexes","161","25.1","640,470"
"Early Non-Primary, Non-Secondary Syphilis","2017","Alabama","01","13-24","All races/ethnicities","Both sexes","140","18.2","769,726"
"Early Non-Primary, Non-Secondary Syphilis","2016","Alabama","01","55+","All races/ethnicities","Both sexes","16","1.1","1,428,504"
"Early Non-Primary, Non-Secondary Syphilis","2016","Alabama","01","45-54","All races/ethnicities","Both sexes","27","4.2","643,720"
"Early Non-Primary, Non-Secondary Syphilis","2016","Alabama","01","35-44","All races/ethnicities","Both sexes","34","5.7","594,025"
"Early Non-Primary, Non-Secondary Syphilis","2016","Alabama","01","25-34","All races/ethnicities","Both sexes","92","14.5","636,209"
"Early Non-Primary, Non-Secondary Syphilis","2016","Alabama","01","13-24","All races/ethnicities","Both sexes","98","12.6","779,178"
"Early Non-Primary, Non-Secondary Syphilis","2015","Alabama","01","55+","All races/ethnicities","Both sexes","3","0.2","1,399,424"
"Early Non-Primary, Non-Secondary Syphilis","2015","Alabama","01","45-54","All races/ethnicities","Both sexes","13","2.0","648,946"
"Early Non-Primary, Non-Secondary Syphilis","2015","Alabama","01","35-44","All races/ethnicities","Both sexes","25","4.2","600,290"
"Early Non-Primary, Non-Secondary Syphilis","2015","Alabama","01","25-34","All races/ethnicities","Both sexes","63","10.0","629,604"
"Early Non-Primary, Non-Secondary Syphilis","2015","Alabama","01","13-24","All races/ethnicities","Both sexes","73","9.2","791,656"
"Early Non-Primary, Non-Secondary Syphilis","2014","Alabama","01","55+","All races/ethnicities","Both sexes","3","0.2","1,370,520"
"Early Non-Primary, Non-Secondary Syphilis","2014","Alabama","01","45-54","All races/ethnicities","Both sexes","12","1.8","656,349"
"Early Non-Primary, Non-Secondary Syphilis","2014","Alabama","01","35-44","All races/ethnicities","Both sexes","33","5.5","604,188"
"Early Non-Primary, Non-Secondary Syphilis","2014","Alabama","01","25-34","All races/ethnicities","Both sexes","45","7.2","624,446"
"Early Non-Primary, Non-Secondary Syphilis","2014","Alabama","01","13-24","All races/ethnicities","Both sexes","51","6.4","803,019"
"Early Non-Primary, Non-Secondary Syphilis","2013","Alabama","01","55+","All races/ethnicities","Both sexes","7","0.5","1,341,675"
"Early Non-Primary, Non-Secondary Syphilis","2013","Alabama","01","45-54","All races/ethnicities","Both sexes","32","4.8","664,911"
"Early Non-Primary, Non-Secondary Syphilis","2013","Alabama","01","35-44","All races/ethnicities","Both sexes","34","5.6","607,251"
"Early Non-Primary, Non-Secondary Syphilis","2013","Alabama","01","25-34","All races/ethnicities","Both sexes","60","9.7","619,699"
"Early Non-Primary, Non-Secondary Syphilis","2013","Alabama","01","13-24","All races/ethnicities","Both sexes","69","8.5","807,948"
"Early Non-Primary, Non-Secondary Syphilis","2012","Alabama","01","55+","All races/ethnicities","Both sexes","19","1.4","1,313,277"
"Early Non-Primary, Non-Secondary Syphilis","2012","Alabama","01","45-54","All races/ethnicities","Both sexes","25","3.7","674,984"
"Early Non-Primary, Non-Secondary Syphilis","2012","Alabama","01","35-44","All races/ethnicities","Both sexes","36","5.9","608,762"
"Early Non-Primary, Non-Secondary Syphilis","2012","Alabama","01","25-34","All races/ethnicities","Both sexes","84","13.6","616,539"
"Early Non-Primary, Non-Secondary Syphilis","2012","Alabama","01","13-24","All races/ethnicities","Both sexes","73","9.1","805,790"
"Early Non-Primary, Non-Secondary Syphilis","2011","Alabama","01","55+","All races/ethnicities","Both sexes","13","1.0","1,282,241"
"Early Non-Primary, Non-Secondary Syphilis","2011","Alabama","01","45-54","All races/ethnicities","Both sexes","37","5.4","686,179"
"Early Non-Primary, Non-Secondary Syphilis","2011","Alabama","01","35-44","All races/ethnicities","Both sexes","70","11.5","610,855"
"Early Non-Primary, Non-Secondary Syphilis","2011","Alabama","01","25-34","All races/ethnicities","Both sexes","75","12.2","614,322"
"Early Non-Primary, Non-Secondary Syphilis","2011","Alabama","01","13-24","All races/ethnicities","Both sexes","73","9.1","804,124"
"Early Non-Primary, Non-Secondary Syphilis","2010","Alabama","01","55+","All races/ethnicities","Both sexes","14","1.1","1,253,184"
"Early Non-Primary, Non-Secondary Syphilis","2010","Alabama","01","45-54","All races/ethnicities","Both sexes","50","7.2","693,346"
"Early Non-Primary, Non-Secondary Syphilis","2010","Alabama","01","35-44","All races/ethnicities","Both sexes","51","8.3","618,181"
"Early Non-Primary, Non-Secondary Syphilis","2010","Alabama","01","25-34","All races/ethnicities","Both sexes","83","13.6","610,538"
"Early Non-Primary, Non-Secondary Syphilis","2010","Alabama","01","13-24","All races/ethnicities","Both sexes","79","9.8","805,369"
"Early Non-Primary, Non-Secondary Syphilis","2009","Alabama","01","55+","All races/ethnicities","Both sexes","28","2.3","1,204,312"
"Early Non-Primary, Non-Secondary Syphilis","2009","Alabama","01","45-54","All races/ethnicities","Both sexes","61","9.1","673,172"
"Early Non-Primary, Non-Secondary Syphilis","2009","Alabama","01","35-44","All races/ethnicities","Both sexes","77","12.5","615,178"
"Early Non-Primary, Non-Secondary Syphilis","2009","Alabama","01","25-34","All races/ethnicities","Both sexes","134","21.8","614,429"
"Early Non-Primary, Non-Secondary Syphilis","2009","Alabama","01","13-24","All races/ethnicities","Both sexes","118","15.0","784,093"
"Early Non-Primary, Non-Secondary Syphilis","2008","Alabama","01","55+","All races/ethnicities","Both sexes","27","2.3","1,178,750"
"Early Non-Primary, Non-Secondary Syphilis","2008","Alabama","01","45-54","All races/ethnicities","Both sexes","76","11.3","670,968"
"Early Non-Primary, Non-Secondary Syphilis","2008","Alabama","01","35-44","All races/ethnicities","Both sexes","109","17.5","622,743"
"Early Non-Primary, Non-Secondary Syphilis","2008","Alabama","01","25-34","All races/ethnicities","Both sexes","123","20.3","607,192"
"Early Non-Primary, Non-Secondary Syphilis","2008","Alabama","01","13-24","All races/ethnicities","Both sexes","104","13.2","785,118"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","55+","All races/ethnicities","Both sexes","33","2.2","1,507,504"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","45-54","All races/ethnicities","Both sexes","64","10.4","616,616"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","35-44","All races/ethnicities","Both sexes","91","15.3","593,306"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","25-34","All races/ethnicities","Both sexes","207","32.0","647,229"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Alabama","01","13-24","All races/ethnicities","Both sexes","134","17.6","759,319"
"Primary and Secondary Syphilis","2019","Alabama","01","55+","All races/ethnicities","Both sexes","26","1.7","1,507,504"
"Primary and Secondary Syphilis","2019","Alabama","01","45-54","All races/ethnicities","Both sexes","50","8.1","616,616"
"Primary and Secondary Syphilis","2019","Alabama","01","35-44","All races/ethnicities","Both sexes","102","17.2","593,306"
"Primary and Secondary Syphilis","2019","Alabama","01","25-34","All races/ethnicities","Both sexes","255","39.4","647,229"
"Primary and Secondary Syphilis","2019","Alabama","01","13-24","All races/ethnicities","Both sexes","185","24.4","759,319"
"Primary and Secondary Syphilis","2018","Alabama","01","55+","All races/ethnicities","Both sexes","20","1.4","1,481,277"
"Primary and Secondary Syphilis","2018","Alabama","01","45-54","All races/ethnicities","Both sexes","32","5.1","627,025"
"Primary and Secondary Syphilis","2018","Alabama","01","35-44","All races/ethnicities","Both sexes","75","12.7","591,652"
"Primary and Secondary Syphilis","2018","Alabama","01","25-34","All races/ethnicities","Both sexes","184","28.6","643,504"
"Primary and Secondary Syphilis","2018","Alabama","01","13-24","All races/ethnicities","Both sexes","165","21.6","763,662"
"Primary and Secondary Syphilis","2017","Alabama","01","55+","All races/ethnicities","Both sexes","18","1.2","1,455,409"
"Primary and Secondary Syphilis","2017","Alabama","01","45-54","All races/ethnicities","Both sexes","37","5.8","636,225"
"Primary and Secondary Syphilis","2017","Alabama","01","35-44","All races/ethnicities","Both sexes","55","9.3","591,492"
"Primary and Secondary Syphilis","2017","Alabama","01","25-34","All races/ethnicities","Both sexes","172","26.9","640,470"
"Primary and Secondary Syphilis","2017","Alabama","01","13-24","All races/ethnicities","Both sexes","138","17.9","769,726"
"Primary and Secondary Syphilis","2016","Alabama","01","55+","All races/ethnicities","Both sexes","19","1.3","1,428,504"
"Primary and Secondary Syphilis","2016","Alabama","01","45-54","All races/ethnicities","Both sexes","27","4.2","643,720"
"Primary and Secondary Syphilis","2016","Alabama","01","35-44","All races/ethnicities","Both sexes","34","5.7","594,025"
"Primary and Secondary Syphilis","2016","Alabama","01","25-34","All races/ethnicities","Both sexes","131","20.6","636,209"
